"cluster","celltype_full","score","score_rank","db","species","organ","celltype","n_genes"
"0","Rheaume et al.Nat Commun.31 | Retina | Mouse | CellMarker",0.5469514662,23,"CellMarker","Mouse","Retina","Rheaume et al.Nat Commun.31",9
"0","Osteoclast | Bone | Mouse | CellMarker",0.5455172502,24,"CellMarker","Mouse","Bone","Osteoclast",6
"0","CD4+ T cell | Human | CellMarker",0.5437478098,25,"CellMarker","Human","","CD4+ T cell",6
"0","Sebocytes_FANTOM_2 | Human | xCell",0.5426422128,26,"xCell","Human","","Sebocytes_FANTOM_2",6
"0","Thymocyte | Thymus | Mouse | CellMarker",0.5353774279,27,"CellMarker","Mouse","Thymus","Thymocyte",9
"0","pDC_FANTOM_1 | Human | xCell",0.5282946652,28,"xCell","Human","","pDC_FANTOM_1",5
"0","CD8+ Tem_NOVERSHTERN_3 | Human | xCell",0.5279239942,29,"xCell","Human","","CD8+ Tem_NOVERSHTERN_3",8
"0","testis | SaVanT",0.5240343594,30,"SaVanT","","","testis",25
"0","amygdala | SaVanT",0.5174609772,31,"SaVanT","","","amygdala",50
"0","CD8+ Tem_NOVERSHTERN_1 | Human | xCell",0.5154654644,32,"xCell","Human","","CD8+ Tem_NOVERSHTERN_1",10
"0","naive B-cells_NOVERSHTERN_2 | Human | xCell",0.5109131677,33,"xCell","Human","","naive B-cells_NOVERSHTERN_2",23
"0","CD4+ Tem_BLUEPRINT_3 | Human | xCell",0.5070475969,34,"xCell","Human","","CD4+ Tem_BLUEPRINT_3",10
"0","Glutaminergic neurons | Brain | Human | PanglaoDB",0.5052548311,35,"PanglaoDB","Human","Brain","Glutaminergic neurons",10
"0","Glutaminergic neurons | Brain | Mouse | PanglaoDB",0.5052548311,36,"PanglaoDB","Mouse","Brain","Glutaminergic neurons",10
"0","HAY_BONE_MARROW_CD34_POS_EO_B_MAST | Human | MSigDB",0.4979033187,37,"MSigDB","Human","","HAY_BONE_MARROW_CD34_POS_EO_B_MAST",7
"0","MSC_FANTOM_2 | Human | xCell",0.495685913,38,"xCell","Human","","MSC_FANTOM_2",6
"0","intestine_small | SaVanT",0.4919257527,39,"SaVanT","","","intestine_small",20
"0","Th2 cells_IRIS_2 | Human | xCell",0.4882908947,40,"xCell","Human","","Th2 cells_IRIS_2",5
"0","Eosinophil | Peripheral blood | Human | CellMarker",0.487018022,41,"CellMarker","Human","Peripheral blood","Eosinophil",5
"0","Mesoderm cell | Embryo | Mouse | CellMarker",0.4778298083,42,"CellMarker","Mouse","Embryo","Mesoderm cell",6
"0","Intercalated cells | Kidney | Human | PanglaoDB",0.4769137138,43,"PanglaoDB","Human","Kidney","Intercalated cells",15
"0","Intercalated cells | Kidney | Mouse | PanglaoDB",0.4769137138,44,"PanglaoDB","Mouse","Kidney","Intercalated cells",15
"0","Cochlea | Mouse | TISSUES",0.4741490293,45,"TISSUES","Mouse","","Cochlea",5
"0","Vestibular labyrinth | Mouse | TISSUES",0.4741490293,46,"TISSUES","Mouse","","Vestibular labyrinth",5
"0","Vestibular system | Mouse | TISSUES",0.4741490293,47,"TISSUES","Mouse","","Vestibular system",5
"0","Neuroepithelioma cell | Human | TISSUES",0.472238154,48,"TISSUES","Human","","Neuroepithelioma cell",5
"0","Sebocytes_FANTOM_3 | Human | xCell",0.4717835927,49,"xCell","Human","","Sebocytes_FANTOM_3",9
"0","Pinealocytes | Brain | Human | PanglaoDB",0.4695662887,50,"PanglaoDB","Human","Brain","Pinealocytes",17
"0","Pinealocytes | Brain | Mouse | PanglaoDB",0.4695662887,51,"PanglaoDB","Mouse","Brain","Pinealocytes",17
"0","nucleus_accumbens | SaVanT",0.4649189666,52,"SaVanT","","","nucleus_accumbens",49
"0","Eosinophil | Lung | Mouse | CellMarker",0.464088974,53,"CellMarker","Mouse","Lung","Eosinophil",9
"0","B-cells_FANTOM_2 | Human | xCell",0.4627862749,54,"xCell","Human","","B-cells_FANTOM_2",7
"0","Pyramidal cells | Brain | Human | PanglaoDB",0.4625344832,55,"PanglaoDB","Human","Brain","Pyramidal cells",24
"0","Pyramidal cells | Brain | Mouse | PanglaoDB",0.4625344832,56,"PanglaoDB","Mouse","Brain","Pyramidal cells",24
"0","Pericytes_FANTOM_1 | Human | xCell",0.4589454483,57,"xCell","Human","","Pericytes_FANTOM_1",8
"0","Lep_BT | SaVanT",0.4558098661,58,"SaVanT","","","Lep_BT",19
"0","Decidual cells | Reproductive | Human | PanglaoDB",0.4543623795,59,"PanglaoDB","Human","Reproductive","Decidual cells",5
"0","Decidual cells | Reproductive | Mouse | PanglaoDB",0.4543623795,60,"PanglaoDB","Mouse","Reproductive","Decidual cells",5
"0","Neurons_ENCODE_1 | Human | xCell",0.4540883361,61,"xCell","Human","","Neurons_ENCODE_1",7
"0","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_SECRETORY_CELLS | Human | MSigDB",0.4537318213,62,"MSigDB","Human","","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_SECRETORY_CELLS",11
"0","FAN_EMBRYONIC_CTX_EX_4_EXCITATORY_NEURON | Human | MSigDB",0.4523807429,63,"MSigDB","Human","","FAN_EMBRYONIC_CTX_EX_4_EXCITATORY_NEURON",111
"0","Sebocytes_FANTOM_1 | Human | xCell",0.4520850429,64,"xCell","Human","","Sebocytes_FANTOM_1",8
"0","naive B-cells_NOVERSHTERN_1 | Human | xCell",0.4491185037,65,"xCell","Human","","naive B-cells_NOVERSHTERN_1",28
"0","Monocytes_BLUEPRINT_2 | Human | xCell",0.4440829621,66,"xCell","Human","","Monocytes_BLUEPRINT_2",7
"0","pro B-cells_NOVERSHTERN_3 | Human | xCell",0.4434126628,67,"xCell","Human","","pro B-cells_NOVERSHTERN_3",9
"0","Skeletal muscle_ENCODE_2 | Human | xCell",0.4432757095,68,"xCell","Human","","Skeletal muscle_ENCODE_2",5
"0","Rheaume et al.Nat Commun.3 | Retina | Mouse | CellMarker",0.442022777,69,"CellMarker","Mouse","Retina","Rheaume et al.Nat Commun.3",5
"0","Ciliated cell | Lung | Mouse | CellMarker",0.4415056675,70,"CellMarker","Mouse","Lung","Ciliated cell",19
"0","Insulinoma cell | Mouse | TISSUES",0.4410177615,71,"TISSUES","Mouse","","Insulinoma cell",6
"0","Pancreatic cancer cell | Mouse | TISSUES",0.4410177615,72,"TISSUES","Mouse","","Pancreatic cancer cell",6
"0","Epithelial cells_ENCODE_2 | Human | xCell",0.4373799846,73,"xCell","Human","","Epithelial cells_ENCODE_2",9
"0","dorsal_striatum | SaVanT",0.4372239525,74,"SaVanT","","","dorsal_striatum",50
"0","HAY_BONE_MARROW_CD34_POS_ERP_EARLY | Human | MSigDB",0.4349138775,75,"MSigDB","Human","","HAY_BONE_MARROW_CD34_POS_ERP_EARLY",6
"0","CD4+ memory T-cells_IRIS_2 | Human | xCell",0.4324965627,76,"xCell","Human","","CD4+ memory T-cells_IRIS_2",5
"0","CD138plus_plasma_cell | SaVanT",0.4323329871,77,"SaVanT","","","CD138plus_plasma_cell",40
"0","Memory B-cells_IRIS_2 | Human | xCell",0.4310136188,78,"xCell","Human","","Memory B-cells_IRIS_2",8
"0","Lep_LL | SaVanT",0.4210765231,79,"SaVanT","","","Lep_LL",29
"0","CD4+ T cell | Mouse | CellMarker",0.4187777018,80,"CellMarker","Mouse","","CD4+ T cell",9
"0","liver | SaVanT",0.4181506913,81,"SaVanT","","","liver",26
"0","Lake et al.Science.Ex5 | Brain | Human | CellMarker",0.4179419355,82,"CellMarker","Human","Brain","Lake et al.Science.Ex5",7
"0","CD4+ Tcm_NOVERSHTERN_1 | Human | xCell",0.417434072,83,"xCell","Human","","CD4+ Tcm_NOVERSHTERN_1",6
"0","CD4+ Tcm_NOVERSHTERN_2 | Human | xCell",0.417434072,84,"xCell","Human","","CD4+ Tcm_NOVERSHTERN_2",6
"0","Lake et al.Science.Ex1 | Brain | Human | CellMarker",0.4172002417,85,"CellMarker","Human","Brain","Lake et al.Science.Ex1",12
"0","Rheaume et al.Nat Commun.19 | Retina | Mouse | CellMarker",0.4155241195,86,"CellMarker","Mouse","Retina","Rheaume et al.Nat Commun.19",10
"0","Rheaume et al.Nat Commun.34 | Retina | Mouse | CellMarker",0.4150931653,87,"CellMarker","Mouse","Retina","Rheaume et al.Nat Commun.34",12
"0","Nephron epithelial cell | Kidney | Human | CellMarker",0.4108302449,88,"CellMarker","Human","Kidney","Nephron epithelial cell",11
"0","Dopaminergic neurons | Brain | Human | PanglaoDB",0.4063500652,89,"PanglaoDB","Human","Brain","Dopaminergic neurons",13
"0","Megakaryocyte-erythroid progenitor | Bone marrow | Mouse | CellMarker",0.4052971253,90,"CellMarker","Mouse","Bone marrow","Megakaryocyte-erythroid progenitor",7
"0","IMGN_NKT_4+_Lv | Mouse | SaVanT",0.4045440263,91,"SaVanT","Mouse","","IMGN_NKT_4+_Lv",35
"0","Keratinocyte | SaVanT",0.4021748725,92,"SaVanT","","","Keratinocyte",27
"0","Olfactory sensory neuron | Brain | Mouse | CellMarker",0.4015998407,93,"CellMarker","Mouse","Brain","Olfactory sensory neuron",7
"0","MEP_HPCA_3 | Human | xCell",0.4015631441,94,"xCell","Human","","MEP_HPCA_3",7
"0","NK_cell | SaVanT",0.4003367108,95,"SaVanT","","","NK_cell",30
"0","Memory B-cells_BLUEPRINT_1 | Human | xCell",0.3998696015,96,"xCell","Human","","Memory B-cells_BLUEPRINT_1",55
"0","B-cells_FANTOM_1 | Human | xCell",0.3980534774,97,"xCell","Human","","B-cells_FANTOM_1",9
"0","Parathyroid chief cells | Parathyroid glands | Human | PanglaoDB",0.3926994333,98,"PanglaoDB","Human","Parathyroid glands","Parathyroid chief cells",5
"0","Parathyroid chief cells | Parathyroid glands | Mouse | PanglaoDB",0.3926994333,99,"PanglaoDB","Mouse","Parathyroid glands","Parathyroid chief cells",5
"0","Activated T cell | Human | CellMarker",0.3922557153,100,"CellMarker","Human","","Activated T cell",7
"1","T cell | Lymphoid tissue | Mouse | CellMarker",0.8039760489,1,"CellMarker","Mouse","Lymphoid tissue","T cell",5
"1","T cell | Spleen | Mouse | CellMarker",0.7768031712,2,"CellMarker","Mouse","Spleen","T cell",6
"1","Eosinophil | Peritoneal cavity | Mouse | CellMarker",0.7242727602,3,"CellMarker","Mouse","Peritoneal cavity","Eosinophil",5
"1","CD8+ Tem_NOVERSHTERN_1 | Human | xCell",0.6945013102,4,"xCell","Human","","CD8+ Tem_NOVERSHTERN_1",10
"1","Immune cell (Renal Clear Cell Carcinoma) | Human | CellMarker",0.6732350447,5,"CellMarker","Human","","Immune cell (Renal Clear Cell Carcinoma)",12
"1","Rheaume et al.Nat Commun.3 | Retina | Mouse | CellMarker",0.6702282481,6,"CellMarker","Mouse","Retina","Rheaume et al.Nat Commun.3",5
"1","Osteoclast | Bone | Mouse | CellMarker",0.6648299286,7,"CellMarker","Mouse","Bone","Osteoclast",6
"1","Sebocytes_FANTOM_2 | Human | xCell",0.6542113693,8,"xCell","Human","","Sebocytes_FANTOM_2",6
"1","CD8+ Tem_NOVERSHTERN_3 | Human | xCell",0.6514514329,9,"xCell","Human","","CD8+ Tem_NOVERSHTERN_3",8
"1","CD8+ T cell | Human | CellMarker",0.6479213005,10,"CellMarker","Human","","CD8+ T cell",5
"1","Pyramidal cell | Human | CellMarker",0.6471927914,11,"CellMarker","Human","","Pyramidal cell",8
"1","cerebral_cortex | SaVanT",0.6457393942,12,"SaVanT","","","cerebral_cortex",50
"1","T cell | Liver | Human | CellMarker",0.640957658,13,"CellMarker","Human","Liver","T cell",5
"1","cerebral_cortex_prefrontal | SaVanT",0.6396968764,14,"SaVanT","","","cerebral_cortex_prefrontal",50
"1","CD4+ T cell | Human | CellMarker",0.6362870401,15,"CellMarker","Human","","CD4+ T cell",6
"1","Granulocyte | Spleen | Mouse | CellMarker",0.6323135799,16,"CellMarker","Mouse","Spleen","Granulocyte",7
"1","Muscle satellite cell | Muscle | Mouse | CellMarker",0.6313266649,17,"CellMarker","Mouse","Muscle","Muscle satellite cell",5
"1","Undefined placental cells | Placenta | Human | PanglaoDB",0.6136487676,18,"PanglaoDB","Human","Placenta","Undefined placental cells",5
"1","Undefined placental cells | Placenta | Mouse | PanglaoDB",0.6136487676,19,"PanglaoDB","Mouse","Placenta","Undefined placental cells",5
"1","CD8+ Tem_NOVERSHTERN_2 | Human | xCell",0.5961073022,20,"xCell","Human","","CD8+ Tem_NOVERSHTERN_2",6
"1","Eosinophil | Lung | Mouse | CellMarker",0.5886663171,21,"CellMarker","Mouse","Lung","Eosinophil",9
"1","Rheaume et al.Nat Commun.31 | Retina | Mouse | CellMarker",0.5854729976,22,"CellMarker","Mouse","Retina","Rheaume et al.Nat Commun.31",9
"1","FAN_EMBRYONIC_CTX_MICROGLIA_2 | Human | MSigDB",0.5802846938,23,"MSigDB","Human","","FAN_EMBRYONIC_CTX_MICROGLIA_2",7
"1","MSC_FANTOM_2 | Human | xCell",0.5771222759,24,"xCell","Human","","MSC_FANTOM_2",6
"1","testis | SaVanT",0.5695322011,25,"SaVanT","","","testis",25
"1","Macrophage | Bone marrow | Human | CellMarker",0.5677360542,26,"CellMarker","Human","Bone marrow","Macrophage",6
"1","CD8+ Tcm_NOVERSHTERN_2 | Human | xCell",0.5643953316,27,"xCell","Human","","CD8+ Tcm_NOVERSHTERN_2",11
"1","ZHONG_PFC_MAJOR_TYPES_EXCITATORY_NEURON | Human | MSigDB",0.5494840613,28,"MSigDB","Human","","ZHONG_PFC_MAJOR_TYPES_EXCITATORY_NEURON",6
"1","Myometrium | Human | TISSUES",0.5490956807,29,"TISSUES","Human","","Myometrium",6
"1","Skeletal muscle_ENCODE_2 | Human | xCell",0.5437904933,30,"xCell","Human","","Skeletal muscle_ENCODE_2",5
"1","Activated T cell | Human | CellMarker",0.5418069991,31,"CellMarker","Human","","Activated T cell",7
"1","Gastric chief cells | GI tract | Human | PanglaoDB",0.534720752,32,"PanglaoDB","Human","GI tract","Gastric chief cells",6
"1","Gastric chief cells | GI tract | Mouse | PanglaoDB",0.534720752,33,"PanglaoDB","Mouse","GI tract","Gastric chief cells",6
"1","Cytotoxic T cell | Mouse | CellMarker",0.5343988988,34,"CellMarker","Mouse","","Cytotoxic T cell",8
"1","Late neuroblast | Brain | Mouse | CellMarker",0.524693034,35,"CellMarker","Mouse","Brain","Late neuroblast",5
"1","Pinealocytes | Brain | Human | PanglaoDB",0.5234577695,36,"PanglaoDB","Human","Brain","Pinealocytes",17
"1","Pinealocytes | Brain | Mouse | PanglaoDB",0.5234577695,37,"PanglaoDB","Mouse","Brain","Pinealocytes",17
"1","CD4+ T cell | Mouse | CellMarker",0.5224292942,38,"CellMarker","Mouse","","CD4+ T cell",9
"1","Myocytes_FANTOM_2 | Human | xCell",0.5210023062,39,"xCell","Human","","Myocytes_FANTOM_2",16
"1","Keratinocytes_FANTOM_2 | Human | xCell",0.5206261185,40,"xCell","Human","","Keratinocytes_FANTOM_2",26
"1","Keratinocytes_FANTOM_3 | Human | xCell",0.5206261185,41,"xCell","Human","","Keratinocytes_FANTOM_3",26
"1","Stem cell | Bone | Human | CellMarker",0.5074151744,42,"CellMarker","Human","Bone","Stem cell",6
"1","Reticulocyte | SaVanT",0.507124219,43,"SaVanT","","","Reticulocyte",21
"1","GAO_LARGE_INTESTINE_ADULT_CF_GOBLET_CELL_SUBTYPE_1 | Human | MSigDB",0.4986545032,44,"MSigDB","Human","","GAO_LARGE_INTESTINE_ADULT_CF_GOBLET_CELL_SUBTYPE_1",7
"1","Ciliated cell | Lung | Mouse | CellMarker",0.495268846,45,"CellMarker","Mouse","Lung","Ciliated cell",19
"1","CD4+ Tem_BLUEPRINT_2 | Human | xCell",0.4948128266,46,"xCell","Human","","CD4+ Tem_BLUEPRINT_2",6
"1","CD138plus_plasma_cell | SaVanT",0.4910394949,47,"SaVanT","","","CD138plus_plasma_cell",40
"1","dorsal_striatum | SaVanT",0.4859703037,48,"SaVanT","","","dorsal_striatum",50
"1","HBA_Lymphnode | Human | SaVanT",0.4839369999,49,"SaVanT","Human","","HBA_Lymphnode",26
"1","intestine_small | SaVanT",0.4815248606,50,"SaVanT","","","intestine_small",20
"1","Sebocytes_FANTOM_1 | Human | xCell",0.4783779333,51,"xCell","Human","","Sebocytes_FANTOM_1",8
"1","Ectoderm cell | Embryo | Mouse | CellMarker",0.4777123911,52,"CellMarker","Mouse","Embryo","Ectoderm cell",5
"1","Plasma cell (Renal Cell Carcinoma) | Kidney | Human | CellMarker",0.4772629726,53,"CellMarker","Human","Kidney","Plasma cell (Renal Cell Carcinoma)",16
"1","HAY_BONE_MARROW_CD34_POS_MEP | Human | MSigDB",0.4746805152,54,"MSigDB","Human","","HAY_BONE_MARROW_CD34_POS_MEP",5
"1","amygdala | SaVanT",0.4720022909,55,"SaVanT","","","amygdala",50
"1","Rheaume et al.Nat Commun.30 | Retina | Mouse | CellMarker",0.4619384847,56,"CellMarker","Mouse","Retina","Rheaume et al.Nat Commun.30",8
"1","Neuron | Brain | Mouse | CellMarker",0.456423576,57,"CellMarker","Mouse","Brain","Neuron",46
"1","T cell | Peripheral blood | Human | CellMarker",0.4547677615,58,"CellMarker","Human","Peripheral blood","T cell",6
"1","naive B-cells_NOVERSHTERN_2 | Human | xCell",0.4542798922,59,"xCell","Human","","naive B-cells_NOVERSHTERN_2",23
"1","Melanocytes_FANTOM_1 | Human | xCell",0.4542004951,60,"xCell","Human","","Melanocytes_FANTOM_1",6
"1","TI_M_2 | SaVanT",0.4541867341,61,"SaVanT","","","TI_M_2",38
"1","Olfactory sensory neuron | Brain | Mouse | CellMarker",0.4532531042,62,"CellMarker","Mouse","Brain","Olfactory sensory neuron",7
"1","Eosinophil | Peripheral blood | Human | CellMarker",0.4495148865,63,"CellMarker","Human","Peripheral blood","Eosinophil",5
"1","Nephron epithelial cell | Kidney | Human | CellMarker",0.4493863758,64,"CellMarker","Human","Kidney","Nephron epithelial cell",11
"1","Beta cell | Pancreas | Human | CellMarker",0.4483028161,65,"CellMarker","Human","Pancreas","Beta cell",13
"1","retinal_pigment_epithelium | SaVanT",0.4470048708,66,"SaVanT","","","retinal_pigment_epithelium",34
"1","Monocytic leukemia cell | Human | TISSUES",0.4458161976,67,"TISSUES","Human","","Monocytic leukemia cell",7
"1","Sebocytes_FANTOM_3 | Human | xCell",0.4449033442,68,"xCell","Human","","Sebocytes_FANTOM_3",9
"1","FAN_EMBRYONIC_CTX_BIG_GROUPS_EXCITATORY_NEURON | Human | MSigDB",0.444453245,69,"MSigDB","Human","","FAN_EMBRYONIC_CTX_BIG_GROUPS_EXCITATORY_NEURON",36
"1","IMGN_T_4SP69+_Th | Mouse | SaVanT",0.4440762266,70,"SaVanT","Mouse","","IMGN_T_4SP69+_Th",43
"1","Dopaminergic neurons | Brain | Human | PanglaoDB",0.4372299487,71,"PanglaoDB","Human","Brain","Dopaminergic neurons",13
"1","Glutaminergic neurons | Brain | Human | PanglaoDB",0.4370510248,72,"PanglaoDB","Human","Brain","Glutaminergic neurons",10
"1","Glutaminergic neurons | Brain | Mouse | PanglaoDB",0.4370510248,73,"PanglaoDB","Mouse","Brain","Glutaminergic neurons",10
"1","Pyramidal cells | Brain | Human | PanglaoDB",0.4365831025,74,"PanglaoDB","Human","Brain","Pyramidal cells",24
"1","Pyramidal cells | Brain | Mouse | PanglaoDB",0.4365831025,75,"PanglaoDB","Mouse","Brain","Pyramidal cells",24
"1","naive B-cells_NOVERSHTERN_1 | Human | xCell",0.4363483735,76,"xCell","Human","","naive B-cells_NOVERSHTERN_1",28
"1","Goblet cells | GI tract | Human | PanglaoDB",0.4356592063,77,"PanglaoDB","Human","GI tract","Goblet cells",13
"1","Goblet cells | GI tract | Mouse | PanglaoDB",0.4356592063,78,"PanglaoDB","Mouse","GI tract","Goblet cells",13
"1","Ionocytes | Lungs | Human | PanglaoDB",0.4318803716,79,"PanglaoDB","Human","Lungs","Ionocytes",5
"1","Ionocytes | Lungs | Mouse | PanglaoDB",0.4318803716,80,"PanglaoDB","Mouse","Lungs","Ionocytes",5
"1","MPP_NOVERSHTERN_1 | Human | xCell",0.4285431414,81,"xCell","Human","","MPP_NOVERSHTERN_1",5
"1","MSC_FANTOM_3 | Human | xCell",0.4269617612,82,"xCell","Human","","MSC_FANTOM_3",9
"1","IMGN_T_8Eff_Sp_OT1_12hr_LisOva | Mouse | SaVanT",0.422233563,83,"SaVanT","Mouse","","IMGN_T_8Eff_Sp_OT1_12hr_LisOva",31
"1","Monocytes_BLUEPRINT_2 | Human | xCell",0.4214862847,84,"xCell","Human","","Monocytes_BLUEPRINT_2",7
"1","CD4+ memory T-cells_IRIS_2 | Human | xCell",0.4209949723,85,"xCell","Human","","CD4+ memory T-cells_IRIS_2",5
"1","Hepatoblasts | Liver | Human | PanglaoDB",0.4201513776,86,"PanglaoDB","Human","Liver","Hepatoblasts",9
"1","Hepatoblasts | Liver | Mouse | PanglaoDB",0.4201513776,87,"PanglaoDB","Mouse","Liver","Hepatoblasts",9
"1","pro B-cells_NOVERSHTERN_3 | Human | xCell",0.4201431755,88,"xCell","Human","","pro B-cells_NOVERSHTERN_3",9
"1","nucleus_accumbens | SaVanT",0.4162977422,89,"SaVanT","","","nucleus_accumbens",49
"1","Keratinocytes_ENCODE_1 | Human | xCell",0.415257082,90,"xCell","Human","","Keratinocytes_ENCODE_1",8
"1","Intercalated cells | Kidney | Human | PanglaoDB",0.4125794576,91,"PanglaoDB","Human","Kidney","Intercalated cells",15
"1","Intercalated cells | Kidney | Mouse | PanglaoDB",0.4125794576,92,"PanglaoDB","Mouse","Kidney","Intercalated cells",15
"1","Dopaminergic neurons | Brain | Mouse | PanglaoDB",0.4121020284,93,"PanglaoDB","Mouse","Brain","Dopaminergic neurons",12
"1","Decidual cells | Reproductive | Human | PanglaoDB",0.4115300258,94,"PanglaoDB","Human","Reproductive","Decidual cells",5
"1","Decidual cells | Reproductive | Mouse | PanglaoDB",0.4115300258,95,"PanglaoDB","Mouse","Reproductive","Decidual cells",5
"1","FAN_EMBRYONIC_CTX_EX_4_EXCITATORY_NEURON | Human | MSigDB",0.4108162237,96,"MSigDB","Human","","FAN_EMBRYONIC_CTX_EX_4_EXCITATORY_NEURON",111
"1","Paneth cells | GI tract | Mouse | PanglaoDB",0.4092212179,97,"PanglaoDB","Mouse","GI tract","Paneth cells",11
"1","Serotonergic neurons | Brain | Human | PanglaoDB",0.408734646,98,"PanglaoDB","Human","Brain","Serotonergic neurons",5
"1","Serotonergic neurons | Brain | Mouse | PanglaoDB",0.408734646,99,"PanglaoDB","Mouse","Brain","Serotonergic neurons",5
"1","Conventional dendritic cell | Mouse | CellMarker",0.4058312914,100,"CellMarker","Mouse","","Conventional dendritic cell",7
"10","Oligodendrocyte precursor cell | Brain | Mouse | CellMarker",0.8116698634,1,"CellMarker","Mouse","Brain","Oligodendrocyte precursor cell",74
"10","Mesenchymal progenitor cell | Lung | Mouse | CellMarker",0.7977917513,2,"CellMarker","Mouse","Lung","Mesenchymal progenitor cell",9
"10","Oligodendrocyte progenitor cells | Brain | Human | PanglaoDB",0.7733781432,3,"PanglaoDB","Human","Brain","Oligodendrocyte progenitor cells",20
"10","Oligodendrocyte progenitor cells | Brain | Mouse | PanglaoDB",0.7733781432,4,"PanglaoDB","Mouse","Brain","Oligodendrocyte progenitor cells",20
"10","Oligodendrocyte | Human | CellMarker",0.7517477872,5,"CellMarker","Human","","Oligodendrocyte",5
"10","Th2 cells_IRIS_2 | Human | xCell",0.7471412306,6,"xCell","Human","","Th2 cells_IRIS_2",5
"10","Eosinophils_NOVERSHTERN_1 | Human | xCell",0.735226473,7,"xCell","Human","","Eosinophils_NOVERSHTERN_1",7
"10","Chondrogenic cell | Adipose tissue | Mouse | CellMarker",0.7248957102,8,"CellMarker","Mouse","Adipose tissue","Chondrogenic cell",6
"10","Rheaume et al.Nat Commun.8 | Retina | Mouse | CellMarker",0.6884345018,9,"CellMarker","Mouse","Retina","Rheaume et al.Nat Commun.8",7
"10","CD8+ T-cells_IRIS_2 | Human | xCell",0.6636092587,10,"xCell","Human","","CD8+ T-cells_IRIS_2",5
"10","Delta cell | Pancreas | Human | CellMarker",0.660329791,11,"CellMarker","Human","Pancreas","Delta cell",8
"10","Tooth | Human | TISSUES",0.6545205052,12,"TISSUES","Human","","Tooth",6
"10","Endothelial cells_HPCA_2 | Human | xCell",0.6457155255,13,"xCell","Human","","Endothelial cells_HPCA_2",5
"10","Neural crest cell | Human | CellMarker",0.6291668872,14,"CellMarker","Human","","Neural crest cell",15
"10","Nasal polyp | Human | TISSUES",0.6276992424,15,"TISSUES","Human","","Nasal polyp",9
"10","Melanocytes_ENCODE_1 | Human | xCell",0.6232407982,16,"xCell","Human","","Melanocytes_ENCODE_1",9
"10","Satellite glial cells | Brain | Mouse | PanglaoDB",0.6161876782,17,"PanglaoDB","Mouse","Brain","Satellite glial cells",12
