"cluster","celltype_full","score","score_rank","db","species","organ","celltype","n_genes"
"0","IMGN_T_8Eff_Sp_OT1_48hr_LisOva | Mouse | SaVanT",0.4297501065,56,"SaVanT","Mouse","","IMGN_T_8Eff_Sp_OT1_48hr_LisOva",29
"0","Rheaume et al.Nat Commun.22 | Retina | Mouse | CellMarker",0.427180144,57,"CellMarker","Mouse","Retina","Rheaume et al.Nat Commun.22",7
"0","IMGN_Tgd_vg3+24alo_e17_Th | Mouse | SaVanT",0.4260997662,58,"SaVanT","Mouse","","IMGN_Tgd_vg3+24alo_e17_Th",27
"0","Class-switched memory B-cells_NOVERSHTERN_1 | Human | xCell",0.4251871905,59,"xCell","Human","","Class-switched memory B-cells_NOVERSHTERN_1",5
"0","Epithelium | Mouse | TISSUES",0.4152441428,60,"TISSUES","Mouse","","Epithelium",12
"0","Distal convoluted tubule cell | Kidney | Mouse | CellMarker",0.4149286983,61,"CellMarker","Mouse","Kidney","Distal convoluted tubule cell",13
"0","CD4+ Tem_BLUEPRINT_3 | Human | xCell",0.4139701549,62,"xCell","Human","","CD4+ Tem_BLUEPRINT_3",9
"0","FAN_EMBRYONIC_CTX_BIG_GROUPS_EXCITATORY_NEURON | Human | MSigDB",0.4124826399,63,"MSigDB","Human","","FAN_EMBRYONIC_CTX_BIG_GROUPS_EXCITATORY_NEURON",36
"0","GAO_LARGE_INTESTINE_ADULT_CH_MKI67HIGH_CELLS | Human | MSigDB",0.4116470661,64,"MSigDB","Human","","GAO_LARGE_INTESTINE_ADULT_CH_MKI67HIGH_CELLS",41
"0","Myometrium | Human | TISSUES",0.4044647855,65,"TISSUES","Human","","Myometrium",5
"0","CD4+ Tcm_NOVERSHTERN_3 | Human | xCell",0.3980008751,66,"xCell","Human","","CD4+ Tcm_NOVERSHTERN_3",25
"0","CD4+ Tcm_HPCA_3 | Human | xCell",0.3968487257,67,"xCell","Human","","CD4+ Tcm_HPCA_3",16
"0","MSC_FANTOM_3 | Human | xCell",0.3951069285,68,"xCell","Human","","MSC_FANTOM_3",7
"0","Late neuroblast | Brain | Mouse | CellMarker",0.3950227358,69,"CellMarker","Mouse","Brain","Late neuroblast",5
"0","Cochlea | Mouse | TISSUES",0.3898930441,70,"TISSUES","Mouse","","Cochlea",5
"0","Vestibular labyrinth | Mouse | TISSUES",0.3898930441,71,"TISSUES","Mouse","","Vestibular labyrinth",5
"0","Vestibular system | Mouse | TISSUES",0.3898930441,72,"TISSUES","Mouse","","Vestibular system",5
"0","umbilical_cord | SaVanT",0.3842402047,73,"SaVanT","","","umbilical_cord",28
"0","Memory B-cells_IRIS_2 | Human | xCell",0.3841035869,74,"xCell","Human","","Memory B-cells_IRIS_2",6
"0","Dopaminergic neurons | Brain | Human | PanglaoDB",0.3839157475,75,"PanglaoDB","Human","Brain","Dopaminergic neurons",13
"0","lymph_nodes | SaVanT",0.3831841266,76,"SaVanT","","","lymph_nodes",21
"0","Dopaminergic neurons | Brain | Mouse | PanglaoDB",0.3810910023,77,"PanglaoDB","Mouse","Brain","Dopaminergic neurons",12
"0","Neurons_ENCODE_1 | Human | xCell",0.3807376383,78,"xCell","Human","","Neurons_ENCODE_1",7
"0","HBA_PrefrontalCortex | Human | SaVanT",0.3796283919,79,"SaVanT","Human","","HBA_PrefrontalCortex",50
"0","HBA_TemporalLobe | Human | SaVanT",0.3736342504,80,"SaVanT","Human","","HBA_TemporalLobe",50
"0","pro B-cells_NOVERSHTERN_3 | Human | xCell",0.3702681205,81,"xCell","Human","","pro B-cells_NOVERSHTERN_3",8
"0","Keratinocytes_HPCA_1 | Human | xCell",0.3697054702,82,"xCell","Human","","Keratinocytes_HPCA_1",5
"0","Mesenchymal stem cell | Human | TISSUES",0.3693882046,83,"TISSUES","Human","","Mesenchymal stem cell",6
"0","IMGN_T_DPbl_Th | Mouse | SaVanT",0.368996281,84,"SaVanT","Mouse","","IMGN_T_DPbl_Th",22
"0","CD4+ Tcm_BLUEPRINT_2 | Human | xCell",0.3689276074,85,"xCell","Human","","CD4+ Tcm_BLUEPRINT_2",20
"0","naive B-cells_NOVERSHTERN_1 | Human | xCell",0.3685105074,86,"xCell","Human","","naive B-cells_NOVERSHTERN_1",23
"0","Neutrophil | SaVanT",0.3658015646,87,"SaVanT","","","Neutrophil",35
"0","IMGN_proB_FrBC_FL | Mouse | SaVanT",0.3653091223,88,"SaVanT","Mouse","","IMGN_proB_FrBC_FL",26
"0","CD138plus_plasma_cell | SaVanT",0.3652996003,89,"SaVanT","","","CD138plus_plasma_cell",34
"0","Neurons | Brain | Human | PanglaoDB",0.362624766,90,"PanglaoDB","Human","Brain","Neurons",150
"0","Neurons | Brain | Mouse | PanglaoDB",0.362624766,91,"PanglaoDB","Mouse","Brain","Neurons",150
"0","CUI_DEVELOPING_HEART_RIGHT_ATRIAL_CARDIOMYOCYTE | Human | MSigDB",0.3601347015,92,"MSigDB","Human","","CUI_DEVELOPING_HEART_RIGHT_ATRIAL_CARDIOMYOCYTE",24
"0","Photoreceptor cells | Eye | Human | PanglaoDB",0.3552247222,93,"PanglaoDB","Human","Eye","Photoreceptor cells",25
"0","Photoreceptor cells | Eye | Mouse | PanglaoDB",0.3552247222,94,"PanglaoDB","Mouse","Eye","Photoreceptor cells",25
"0","Rheaume et al.Nat Commun.30 | Retina | Mouse | CellMarker",0.3530006484,95,"CellMarker","Mouse","Retina","Rheaume et al.Nat Commun.30",6
"0","CD4+ Tem_HPCA_2 | Human | xCell",0.3529047003,96,"xCell","Human","","CD4+ Tem_HPCA_2",20
"0","naive B-cells_NOVERSHTERN_3 | Human | xCell",0.3507798855,97,"xCell","Human","","naive B-cells_NOVERSHTERN_3",32
"0","NK_cell | SaVanT",0.346483078,98,"SaVanT","","","NK_cell",23
"0","Th2_Harvard | SaVanT",0.3446826509,99,"SaVanT","","","Th2_Harvard",26
"0","Marrow cell | Mouse | TISSUES",0.3442392001,100,"TISSUES","Mouse","","Marrow cell",5
"1","Memory B-cells_IRIS_3 | Human | xCell",0.6637589793,1,"xCell","Human","","Memory B-cells_IRIS_3",5
"1","Myometrium | Human | TISSUES",0.635126266,2,"TISSUES","Human","","Myometrium",5
"1","cDC_HPCA_3 | Human | xCell",0.6325205462,3,"xCell","Human","","cDC_HPCA_3",6
"1","Neuroepithelioma cell | Human | TISSUES",0.6260892988,4,"TISSUES","Human","","Neuroepithelioma cell",5
"1","Eosinophils_BLUEPRINT_2 | Human | xCell",0.6246210685,5,"xCell","Human","","Eosinophils_BLUEPRINT_2",7
"1","Pyramidal cell | Human | CellMarker",0.5717775853,6,"CellMarker","Human","","Pyramidal cell",8
"1","pDC_NOVERSHTERN_1 | Human | xCell",0.5647811424,7,"xCell","Human","","pDC_NOVERSHTERN_1",5
"1","naive B-cells_HPCA_1 | Human | xCell",0.5505994709,8,"xCell","Human","","naive B-cells_HPCA_1",10
"1","Late neuroblast | Brain | Mouse | CellMarker",0.5379605715,9,"CellMarker","Mouse","Brain","Late neuroblast",5
"1","Pulmonary artery | Human | TISSUES",0.537625069,10,"TISSUES","Human","","Pulmonary artery",5
"1","testis | SaVanT",0.5361916607,11,"SaVanT","","","testis",10
"1","Memory B-cells_HPCA_2 | Human | xCell",0.5332278725,12,"xCell","Human","","Memory B-cells_HPCA_2",12
"1","Epithelial cells_ENCODE_2 | Human | xCell",0.5144449168,13,"xCell","Human","","Epithelial cells_ENCODE_2",5
"1","Rheaume et al.Nat Commun.31 | Retina | Mouse | CellMarker",0.5123129557,14,"CellMarker","Mouse","Retina","Rheaume et al.Nat Commun.31",9
"1","pDC_NOVERSHTERN_2 | Human | xCell",0.5117446926,15,"xCell","Human","","pDC_NOVERSHTERN_2",6
"1","naive B-cells_NOVERSHTERN_2 | Human | xCell",0.5064159139,16,"xCell","Human","","naive B-cells_NOVERSHTERN_2",20
"1","Gamma_Delta_T-cell | SaVanT",0.5063437598,17,"SaVanT","","","Gamma_Delta_T-cell",25
"1","ZHONG_PFC_C5_BCL11B_CALB2_POS_INP | Human | MSigDB",0.49791546,18,"MSigDB","Human","","ZHONG_PFC_C5_BCL11B_CALB2_POS_INP",14
"1","naive B-cells_HPCA_2 | Human | xCell",0.4966483293,19,"xCell","Human","","naive B-cells_HPCA_2",11
"1","CD8+ Tem_NOVERSHTERN_2 | Human | xCell",0.4906224938,20,"xCell","Human","","CD8+ Tem_NOVERSHTERN_2",5
"1","ZHONG_PFC_MAJOR_TYPES_EXCITATORY_NEURON | Human | MSigDB",0.4853826701,21,"MSigDB","Human","","ZHONG_PFC_MAJOR_TYPES_EXCITATORY_NEURON",5
"1","B-cells_FANTOM_1 | Human | xCell",0.4846026791,22,"xCell","Human","","B-cells_FANTOM_1",6
"1","retina | SaVanT",0.4810445652,23,"SaVanT","","","retina",28
"1","cerebral_cortex_prefrontal | SaVanT",0.4787700353,24,"SaVanT","","","cerebral_cortex_prefrontal",50
"1","Megakaryocyte | Human | TISSUES",0.4763249002,25,"TISSUES","Human","","Megakaryocyte",5
"1","Germ layer | Human | TISSUES",0.4739577136,26,"TISSUES","Human","","Germ layer",5
"1","Keratinocytes_FANTOM_2 | Human | xCell",0.468656624,27,"xCell","Human","","Keratinocytes_FANTOM_2",12
"1","Keratinocytes_FANTOM_3 | Human | xCell",0.468656624,28,"xCell","Human","","Keratinocytes_FANTOM_3",12
"1","Memory B-cells_IRIS_1 | Human | xCell",0.4684285364,29,"xCell","Human","","Memory B-cells_IRIS_1",7
"1","Myeloid conventional dendritic cell | Bone marrow | Human | CellMarker",0.4678388604,30,"CellMarker","Human","Bone marrow","Myeloid conventional dendritic cell",5
"1","Adrenal gland | Mouse | TISSUES",0.463752482,31,"TISSUES","Mouse","","Adrenal gland",5
"1","Olfactory sensory neuron | Brain | Mouse | CellMarker",0.462418055,32,"CellMarker","Mouse","Brain","Olfactory sensory neuron",5
"1","Lake et al.Science.Ex2 | Brain | Human | CellMarker",0.4597641876,33,"CellMarker","Human","Brain","Lake et al.Science.Ex2",8
"1","Hepatocyte | Liver | Mouse | CellMarker",0.4595617495,34,"CellMarker","Mouse","Liver","Hepatocyte",6
"1","Reticulocyte | SaVanT",0.4561803323,35,"SaVanT","","","Reticulocyte",10
"1","Mesangial cell | Human | TISSUES",0.4429576036,36,"TISSUES","Human","","Mesangial cell",9
"1","Mesangium | Human | TISSUES",0.4429576036,37,"TISSUES","Human","","Mesangium",9
"1","Memory B-cells_BLUEPRINT_1 | Human | xCell",0.441986959,38,"xCell","Human","","Memory B-cells_BLUEPRINT_1",44
"1","naive B-cells_NOVERSHTERN_1 | Human | xCell",0.43784393,39,"xCell","Human","","naive B-cells_NOVERSHTERN_1",23
"1","FAN_EMBRYONIC_CTX_BIG_GROUPS_EXCITATORY_NEURON | Human | MSigDB",0.4337946353,40,"MSigDB","Human","","FAN_EMBRYONIC_CTX_BIG_GROUPS_EXCITATORY_NEURON",36
"1","Cancer stem cell (Bladder Cancer) | Bladder | Human | CellMarker",0.4337327246,41,"CellMarker","Human","Bladder","Cancer stem cell (Bladder Cancer)",5
"1","CD8+ Tem_NOVERSHTERN_3 | Human | xCell",0.4293868706,42,"xCell","Human","","CD8+ Tem_NOVERSHTERN_3",6
"1","Memory B-cells_BLUEPRINT_3 | Human | xCell",0.4288888309,43,"xCell","Human","","Memory B-cells_BLUEPRINT_3",21
"1","Neuron | Embryonic prefrontal cortex | Human | CellMarker",0.4264035354,44,"CellMarker","Human","Embryonic prefrontal cortex","Neuron",8
"1","B-cells_FANTOM_3 | Human | xCell",0.4249827944,45,"xCell","Human","","B-cells_FANTOM_3",8
"1","cerebral_cortex | SaVanT",0.4234173634,46,"SaVanT","","","cerebral_cortex",50
"1","Alpha cell | Pancreas | Human | CellMarker",0.4202141271,47,"CellMarker","Human","Pancreas","Alpha cell",7
"1","Neutrophils_FANTOM_1 | Human | xCell",0.4180266537,48,"xCell","Human","","Neutrophils_FANTOM_1",26
"1","NK cells_IRIS_2 | Human | xCell",0.4158764063,49,"xCell","Human","","NK cells_IRIS_2",7
"1","Neuroblasts | Brain | Human | PanglaoDB",0.4154625775,50,"PanglaoDB","Human","Brain","Neuroblasts",31
"1","Neuroblasts | Brain | Mouse | PanglaoDB",0.4154625775,51,"PanglaoDB","Mouse","Brain","Neuroblasts",31
"1","Large granular lymphocyte | Mouse | TISSUES",0.4153271513,52,"TISSUES","Mouse","","Large granular lymphocyte",7
"1","Natural killer cell | Mouse | TISSUES",0.4153271513,53,"TISSUES","Mouse","","Natural killer cell",7
"1","Null cell | Mouse | TISSUES",0.4153271513,54,"TISSUES","Mouse","","Null cell",7
"1","NKT_NOVERSHTERN_1 | Human | xCell",0.4139812277,55,"xCell","Human","","NKT_NOVERSHTERN_1",6
"1","Renal corpuscle | Human | TISSUES",0.4112886484,56,"TISSUES","Human","","Renal corpuscle",10
"1","Renal glomerulus | Human | TISSUES",0.4112886484,57,"TISSUES","Human","","Renal glomerulus",10
"1","Retinal ganglion cell | Retina | Mouse | CellMarker",0.4095090391,58,"CellMarker","Mouse","Retina","Retinal ganglion cell",6
"1","Lymphocyte | Bone marrow | Mouse | CellMarker",0.4074731408,59,"CellMarker","Mouse","Bone marrow","Lymphocyte",6
"1","Pyramidal cells | Brain | Human | PanglaoDB",0.4045124471,60,"PanglaoDB","Human","Brain","Pyramidal cells",23
"1","Pyramidal cells | Brain | Mouse | PanglaoDB",0.4045124471,61,"PanglaoDB","Mouse","Brain","Pyramidal cells",23
"1","Germ cells | Reproductive | Human | PanglaoDB",0.4000603132,62,"PanglaoDB","Human","Reproductive","Germ cells",43
"1","Germ cells | Reproductive | Mouse | PanglaoDB",0.4000603132,63,"PanglaoDB","Mouse","Reproductive","Germ cells",43
"1","Dopaminergic neurons | Brain | Human | PanglaoDB",0.3982695478,64,"PanglaoDB","Human","Brain","Dopaminergic neurons",13
"1","ZHONG_PFC_C7_ORG_UNDERGOING_NEURONAL_DIFFERENTIATION | Human | MSigDB",0.3969629462,65,"MSigDB","Human","","ZHONG_PFC_C7_ORG_UNDERGOING_NEURONAL_DIFFERENTIATION",48
"1","NK cells_BLUEPRINT_3 | Human | xCell",0.3931893557,66,"xCell","Human","","NK cells_BLUEPRINT_3",7
"1","Neutrophils_FANTOM_3 | Human | xCell",0.3931056496,67,"xCell","Human","","Neutrophils_FANTOM_3",23
"1","Pinealocytes | Brain | Human | PanglaoDB",0.3925025728,68,"PanglaoDB","Human","Brain","Pinealocytes",11
"1","Pinealocytes | Brain | Mouse | PanglaoDB",0.3925025728,69,"PanglaoDB","Mouse","Brain","Pinealocytes",11
"1","ZHONG_PFC_C2_UNKNOWN_NPC | Human | MSigDB",0.3923041677,70,"MSigDB","Human","","ZHONG_PFC_C2_UNKNOWN_NPC",32
"1","CD8+ Tem_NOVERSHTERN_1 | Human | xCell",0.3920308681,71,"xCell","Human","","CD8+ Tem_NOVERSHTERN_1",8
"1","naive B-cells_HPCA_3 | Human | xCell",0.3891199462,72,"xCell","Human","","naive B-cells_HPCA_3",15
"1","Eosinophils_BLUEPRINT_3 | Human | xCell",0.3874939771,73,"xCell","Human","","Eosinophils_BLUEPRINT_3",17
"1","B_cell | SaVanT",0.3874781597,74,"SaVanT","","","B_cell",35
"1","Neurons_ENCODE_1 | Human | xCell",0.3872389554,75,"xCell","Human","","Neurons_ENCODE_1",7
"1","CD4+ T-cells_FANTOM_2 | Human | xCell",0.3846244602,76,"xCell","Human","","CD4+ T-cells_FANTOM_2",6
"1","Delta cells | Pancreas | Human | PanglaoDB",0.3828303427,77,"PanglaoDB","Human","Pancreas","Delta cells",13
"1","Delta cells | Pancreas | Mouse | PanglaoDB",0.3828303427,78,"PanglaoDB","Mouse","Pancreas","Delta cells",13
"1","FAN_EMBRYONIC_CTX_IN_1_INTERNEURON | Human | MSigDB",0.3819151476,79,"MSigDB","Human","","FAN_EMBRYONIC_CTX_IN_1_INTERNEURON",6
"1","Memory B-cells_BLUEPRINT_2 | Human | xCell",0.3805861574,80,"xCell","Human","","Memory B-cells_BLUEPRINT_2",26
"1","dorsal_striatum | SaVanT",0.3782079295,81,"SaVanT","","","dorsal_striatum",46
"1","FAN_EMBRYONIC_CTX_EX_4_EXCITATORY_NEURON | Human | MSigDB",0.3766532788,82,"MSigDB","Human","","FAN_EMBRYONIC_CTX_EX_4_EXCITATORY_NEURON",109
"1","Cardiomyocyte | Heart | Mouse | CellMarker",0.3757927617,83,"CellMarker","Mouse","Heart","Cardiomyocyte",6
"1","IMGN_B_Fo_Sp | Mouse | SaVanT",0.3723040075,84,"SaVanT","Mouse","","IMGN_B_Fo_Sp",29
"1","common_myeloid_progenitor | SaVanT",0.3716647836,85,"SaVanT","","","common_myeloid_progenitor",42
"1","CUI_DEVELOPING_HEART_RIGHT_ATRIAL_CARDIOMYOCYTE | Human | MSigDB",0.3712269303,86,"MSigDB","Human","","CUI_DEVELOPING_HEART_RIGHT_ATRIAL_CARDIOMYOCYTE",24
"1","IMGN_B_Fo_PC | Mouse | SaVanT",0.3710870075,87,"SaVanT","Mouse","","IMGN_B_Fo_PC",29
"1","T helper cells | Immune system | Human | PanglaoDB",0.3683348143,88,"PanglaoDB","Human","Immune system","T helper cells",13
"1","T helper cells | Immune system | Mouse | PanglaoDB",0.3683348143,89,"PanglaoDB","Mouse","Immune system","T helper cells",13
"1","Memory B-cells_IRIS_2 | Human | xCell",0.3676718248,90,"xCell","Human","","Memory B-cells_IRIS_2",6
"1","pre-T-lymphocyte | Human | TISSUES",0.3653017353,91,"TISSUES","Human","","pre-T-lymphocyte",5
"1","Thymocyte | Human | TISSUES",0.3653017353,92,"TISSUES","Human","","Thymocyte",5
"1","Cancer stem cell (Pancreatic Ductal Adenocarcinoma) | Human | CellMarker",0.3631636215,93,"CellMarker","Human","","Cancer stem cell (Pancreatic Ductal Adenocarcinoma)",6
"1","MANNO_MIDBRAIN_NEUROTYPES_HNBGABA | Human | MSigDB",0.3626124365,94,"MSigDB","Human","","MANNO_MIDBRAIN_NEUROTYPES_HNBGABA",476
"1","HU_FETAL_RETINA_AMACRINE | Human | MSigDB",0.3604492448,95,"MSigDB","Human","","HU_FETAL_RETINA_AMACRINE",46
"1","IMGN_DC_103+11b-_Lv | Mouse | SaVanT",0.3568805556,96,"SaVanT","Mouse","","IMGN_DC_103+11b-_Lv",34
"1","LAKE_ADULT_KIDNEY_C29_UNKNOWN_NOVEL_PT_CFH_POS_SUBPOPULATION_S2 | Human | MSigDB",0.3536748953,97,"MSigDB","Human","","LAKE_ADULT_KIDNEY_C29_UNKNOWN_NOVEL_PT_CFH_POS_SUBPOPULATION_S2",61
"1","Keratinocyte | SaVanT",0.3534934095,98,"SaVanT","","","Keratinocyte",16
"1","Cancer stem cell (Lung Cancer) | Lung | Human | CellMarker",0.3526289537,99,"CellMarker","Human","Lung","Cancer stem cell (Lung Cancer)",6
"1","Cancer stem cell | Prostate | Human | CellMarker",0.352231803,100,"CellMarker","Human","Prostate","Cancer stem cell",13
"10","Oligodendrocyte progenitor cells | Brain | Human | PanglaoDB",0.7480183589,1,"PanglaoDB","Human","Brain","Oligodendrocyte progenitor cells",20
"10","Oligodendrocyte progenitor cells | Brain | Mouse | PanglaoDB",0.7480183589,2,"PanglaoDB","Mouse","Brain","Oligodendrocyte progenitor cells",20
"10","Oligodendrocyte | Human | CellMarker",0.7320728468,3,"CellMarker","Human","","Oligodendrocyte",5
"10","Oligodendrocyte precursor cell | Brain | Mouse | CellMarker",0.731239914,4,"CellMarker","Mouse","Brain","Oligodendrocyte precursor cell",74
"10","Alveolar macrophages | Lungs | Human | PanglaoDB",0.7250300805,5,"PanglaoDB","Human","Lungs","Alveolar macrophages",8
"10","Alveolar macrophages | Lungs | Mouse | PanglaoDB",0.7250300805,6,"PanglaoDB","Mouse","Lungs","Alveolar macrophages",8
"10","Rheaume et al.Nat Commun.19 | Retina | Mouse | CellMarker",0.6439721986,7,"CellMarker","Mouse","Retina","Rheaume et al.Nat Commun.19",9
"10","O cell | Brain | Mouse | CellMarker",0.6383924921,8,"CellMarker","Mouse","Brain","O cell",8
"10","NKT_NOVERSHTERN_2 | Human | xCell",0.6281908337,9,"xCell","Human","","NKT_NOVERSHTERN_2",5
"10","Rheaume et al.Nat Commun.4 | Retina | Mouse | CellMarker",0.6171387014,10,"CellMarker","Mouse","Retina","Rheaume et al.Nat Commun.4",5
"10","Erythrocytes_BLUEPRINT_1 | Human | xCell",0.6165681903,11,"xCell","Human","","Erythrocytes_BLUEPRINT_1",5
"10","Erythrocytes_BLUEPRINT_2 | Human | xCell",0.6165681903,12,"xCell","Human","","Erythrocytes_BLUEPRINT_2",5
"10","Erythrocytes_BLUEPRINT_3 | Human | xCell",0.6165681903,13,"xCell","Human","","Erythrocytes_BLUEPRINT_3",5
